IDPERSONA,DOCUMENTO_TRAYECTORIA_TEXTO,N_CARGOS_TOTAL,N_CARGOS_SIGNIFICATIVOS,N_CAMBIOS_CARGO,N_CAMBIOS_UNIDAD,DURACION_MEDIA_CARGO_ANIOS,DURACION_MEDIANA_CARGO_ANIOS,DURACION_MAX_CARGO_ANIOS,N_UNIDADES_TOTAL,N_UNIDADES_SIGNIFICATIVAS,PROPORCION_CARGOS_SIGNIFICATIVOS
135,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de PROFESOR NO TITULAR OCASIONAL (TC) en FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS y su estado de vigencia es no vigente.
Trayectoria: Ha ocupado 6 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: PROFESOR PREGRADO en DESCONOCIDA (2001-2010); DIRECTOR DE 4 PROYECTOS DE LA SEXTA PROMOCIÓN DE INGENIEROS en DESCONOCIDA (2003-2004); DIRECTOR DE 2 TESIS Y CODIRECTOR DE 1 TESIS DE GRADO en DESCONOCIDA (2004-2005); DIRECTOR DE 3 TESIS DE GRADO en DESCONOCIDA (2005-2006); PROFESOR NO TITULAR OCASIONAL 1 (TP) en FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS (2013-2017); PROFESOR NO TITULAR OCASIONAL (TC) en FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS (2017-2020).
Movilidad: Ha realizado 5 cambios de cargo y 1 cambios de unidad. Ha desarrollado su trayectoria en 2 unidades.
Permanencia: La duración media de sus cargos es de 2.8 años y la duración mediana es de 1.8 años. Su cargo de mayor duración se mantuvo durante 8.6 años.
Estabilidad: Su trayectoria combina cargos de distinta duración, con una mediana de 1.8 años por cargo.
Movilidad profesional: Ha ocupado varios cargos distintos (5 cambios de cargo), manteniéndose dentro de la misma unidad.
Patrones de trayectoria: Permanencia prolongada en al menos un cargo (máximo 8.6 años). Múltiples cambios de cargo a lo largo de su trayectoria (5). Predominio de períodos prolongados en su historial de cargos.",6,6,5,1,2.79,1.79,8.57,2,2,1.0
140,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de PRESTACIÓN SERVICIOS PROFESIONALES en DESCONOCIDA y su estado de vigencia es no vigente.
Trayectoria: Ha ocupado 1 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: PROFESOR TITULAR AGREGADO (TC) en FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS (2012-2014).
Movilidad: Ha realizado 0 cambios de cargo y 0 cambios de unidad. Ha desarrollado su trayectoria en 1 unidades.
Permanencia: La duración media de sus cargos es de 2.3 años y la duración mediana es de 2.3 años. Su cargo de mayor duración se mantuvo durante 2.3 años.
Estabilidad: Su trayectoria presenta permanencias relativamente prolongadas en sus cargos, con una duración mediana de 2.3 años por cargo.
Movilidad profesional: Ha permanecido durante varios años en un mismo cargo y unidad, sin cambios frecuentes.
Patrones de trayectoria: Trayectoria concentrada en una sola unidad. Predominio de períodos prolongados en su historial de cargos.",1,1,0,0,2.31,2.31,2.31,1,1,1.0
195,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de PROFESOR NO TITULAR OCASIONAL (TC) en FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS y su estado de vigencia es vigente.
Trayectoria: Ha ocupado 3 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: PROFESOR PREGRADO en DESCONOCIDA (2004-2009); INVESTIGADOR en DESCONOCIDA (2004-2005); PROFESOR NO TITULAR OCASIONAL (TC) en FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS (en 2024); PROFESOR NO TITULAR OCASIONAL (TC) en FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS (desde 2025).
Movilidad: Ha realizado 2 cambios de cargo y 1 cambios de unidad. Ha desarrollado su trayectoria en 2 unidades.
Permanencia: La duración media de sus cargos es de 1.8 años y la duración mediana es de 1.2 años. Su cargo de mayor duración se mantuvo durante 4.9 años.
Estabilidad: Su trayectoria combina cargos de distinta duración, con una mediana de 1.2 años por cargo.
Movilidad profesional: Ha permanecido durante varios años en un mismo cargo y unidad, sin cambios frecuentes.
Patrones de trayectoria: Permanencia prolongada en al menos un cargo (máximo 4.9 años).",4,3,2,1,1.84,1.17,4.94,2,2,0.75
215,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de EJECUCION ACTIVIDADES en DESCONOCIDA y su estado de vigencia es no vigente.
Trayectoria: Ha ocupado 2 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: PROFESOR PREGRADO en DESCONOCIDA (en 1985); PROFESOR ACCIDENTAL en DESCONOCIDA (1985-1987); PROFESOR en DESCONOCIDA (en 1986); PROFESOR TITULAR PRINCIPAL (TC) en FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS (1987-2024); COORDINADOR DEL CRECE en DESCONOCIDA (en 1996); COORDINADOR CRECE en DESCONOCIDA (en 1997); EJECUCION ACTIVIDADES en DESCONOCIDA (en 2005).
Movilidad: Ha realizado 6 cambios de cargo y 2 cambios de unidad. Ha desarrollado su trayectoria en 2 unidades.
Permanencia: La duración media de sus cargos es de 5.6 años y la duración mediana es de 0.2 años. Su cargo de mayor duración se mantuvo durante 37.3 años.
Estabilidad: Su trayectoria está formada principalmente por períodos cortos, con una duración mediana de 0.2 años por cargo.
Movilidad profesional: Ha ocupado varios cargos a lo largo de su trayectoria (6 cambios de cargo), con cambios entre distintas unidades (2 cambios de unidad).
Patrones de trayectoria: Permanencia prolongada en al menos un cargo (máximo 37.3 años). Múltiples cambios de cargo a lo largo de su trayectoria (6). Múltiples cambios de unidad a lo largo de su trayectoria (2). Predominio de períodos cortos en su historial de cargos.",7,2,6,2,5.62,0.24,37.27,2,2,0.286
216,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de ANALISTA ADMINISTRATIVO FINANCIERO DE CENTROS en DESCONOCIDA y su estado de vigencia es no vigente.
Trayectoria: Ha ocupado 3 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: JEFE FINANCIERO en DESCONOCIDA (1987-1997); DIRECTOR FINANCIERO en DESCONOCIDA (1997-1998); JEFE ADMINISTRATIVO FINANCIERO en DESCONOCIDA (1999-2014); ANALISTA ADMINISTRATIVO FINANCIERO DE CENTROS en DESCONOCIDA (2014-2015).
Movilidad: Ha realizado 3 cambios de cargo y 0 cambios de unidad. Ha desarrollado su trayectoria en 1 unidades.
Permanencia: La duración media de sus cargos es de 6.6 años y la duración mediana es de 5.1 años. Su cargo de mayor duración se mantuvo durante 16.0 años.
Estabilidad: Su trayectoria presenta permanencias relativamente prolongadas en sus cargos, con una duración mediana de 5.1 años por cargo.
Movilidad profesional: Ha ocupado varios cargos distintos (3 cambios de cargo), manteniéndose dentro de la misma unidad.
Patrones de trayectoria: Permanencia prolongada en al menos un cargo (máximo 16.0 años). Múltiples cambios de cargo a lo largo de su trayectoria (3). Trayectoria concentrada en una sola unidad.",4,3,3,0,6.56,5.12,16.0,1,1,0.75
217,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de PROFESOR INVITADO en FACULTAD DE INGENIERÍA MARÍTIMA Y CIENCIAS DEL MAR y su estado de vigencia es no vigente.
Trayectoria: Ha ocupado 7 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: PROFESOR PREGRADO en DESCONOCIDA (en 1982); ASISTENTE DE INVESTIGACIÓN en DESCONOCIDA (1983-1984); ASISTENTE DE INVESTIGACIÓN en DESCONOCIDA (en 1985); DISEÑO DE EMBARCACIONES en DESCONOCIDA (en 1987); PROFESOR PREGRADO en DESCONOCIDA (en 1987); PROFESOR PREGRADO en DESCONOCIDA (en 1988); PROFESOR PREGRADO en DESCONOCIDA (2003-2004); PROFESOR NO TITULAR OCASIONAL (TC) en FACULTAD DE INGENIERIA MARÍTIMA, CIENCIAS BIOLÓGICAS, OCEÁNICAS Y RECURSOS NATURALES (2017-2018); PROFESOR NO TITULAR OCASIONAL (TP) en FACULTAD DE INGENIERÍA MARÍTIMA Y CIENCIAS DEL MAR (2022-2025).
Movilidad: Ha realizado 5 cambios de cargo y 2 cambios de unidad. Ha desarrollado su trayectoria en 3 unidades.
Permanencia: La duración media de sus cargos es de 0.7 años y la duración mediana es de 0.4 años. Su cargo de mayor duración se mantuvo durante 2.7 años.
Estabilidad: Su trayectoria combina cargos de distinta duración, con una mediana de 0.4 años por cargo.
Movilidad profesional: Ha ocupado varios cargos a lo largo de su trayectoria (5 cambios de cargo), con cambios entre distintas unidades (2 cambios de unidad).
Patrones de trayectoria: Múltiples cambios de cargo a lo largo de su trayectoria (5). Múltiples cambios de unidad a lo largo de su trayectoria (2). Trayectoria distribuida entre varias unidades (3).",9,7,5,2,0.72,0.38,2.71,3,3,0.778
228,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de PROFESOR NO TITULAR OCASIONAL (TC) en FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN y su estado de vigencia es vigente.
Trayectoria: Ha ocupado 4 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: ASISTENTE TÉCNICO DE COMPUTADORES en DESCONOCIDA (2002-2004); ASISTENTE TÉCNICO DE SOPORTE en DESCONOCIDA (2008-2014); EJECUCION ACTIVIDADES en DESCONOCIDA (2008-2009); PROFESOR NO TITULAR OCASIONAL (TC) en FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN (desde 2014); TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE PROYECTOS en FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN (en 2017).
Movilidad: Ha realizado 4 cambios de cargo y 1 cambios de unidad. Ha desarrollado su trayectoria en 2 unidades.
Permanencia: La duración media de sus cargos es de 4.0 años y la duración mediana es de 1.6 años. Su cargo de mayor duración se mantuvo durante 12.3 años.
Estabilidad: Su trayectoria combina cargos de distinta duración, con una mediana de 1.6 años por cargo.
Movilidad profesional: Ha ocupado varios cargos distintos (4 cambios de cargo), manteniéndose dentro de la misma unidad.
Patrones de trayectoria: Permanencia prolongada en al menos un cargo (máximo 12.3 años). Múltiples cambios de cargo a lo largo de su trayectoria (4).",5,4,4,1,4.04,1.63,12.35,2,2,0.8
229,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de ANALISTA FINANCIERO 1 en GERENCIA FINANCIERA y su estado de vigencia es vigente.
Trayectoria: Ha ocupado 2 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: AYUDANTE en DESCONOCIDA (2006-2014); ANALISTA FINANCIERO 1 en GERENCIA FINANCIERA (desde 2015).
Movilidad: Ha realizado 1 cambios de cargo y 1 cambios de unidad. Ha desarrollado su trayectoria en 2 unidades.
Permanencia: La duración media de sus cargos es de 10.3 años y la duración mediana es de 10.3 años. Su cargo de mayor duración se mantuvo durante 11.7 años.
Estabilidad: Su trayectoria presenta permanencias relativamente prolongadas en sus cargos, con una duración mediana de 10.3 años por cargo.
Movilidad profesional: Ha permanecido durante varios años en un mismo cargo y unidad, sin cambios frecuentes.
Patrones de trayectoria: Permanencia prolongada en al menos un cargo (máximo 11.7 años). Predominio de períodos prolongados en su historial de cargos.",2,2,1,1,10.27,10.27,11.71,2,2,1.0
231,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de ANALISTA DE DESARROLLO DE SISTEMAS 3 en GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN y su estado de vigencia es vigente.
Trayectoria: Ha ocupado 4 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: PROFESOR en DESCONOCIDA (2000-2002); PROFESOR en DESCONOCIDA (2002-2003); PROFESOR en DESCONOCIDA (en 2004); ANALISTA DE DESARROLLO DE SISTEMAS 3 en GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN (desde 2016).
Movilidad: Ha realizado 1 cambios de cargo y 1 cambios de unidad. Ha desarrollado su trayectoria en 2 unidades.
Permanencia: La duración media de sus cargos es de 3.1 años y la duración mediana es de 0.9 años. Su cargo de mayor duración se mantuvo durante 10.2 años.
Estabilidad: Su trayectoria combina cargos de distinta duración, con una mediana de 0.9 años por cargo.
Movilidad profesional: Ha permanecido durante varios años en un mismo cargo y unidad, sin cambios frecuentes.
Patrones de trayectoria: Permanencia prolongada en al menos un cargo (máximo 10.2 años). Predominio de períodos prolongados en su historial de cargos.",4,4,1,1,3.08,0.88,10.23,2,2,1.0
244,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de PROFESOR NO TITULAR OCASIONAL (TC) en FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS y su estado de vigencia es no vigente.
Trayectoria: Ha ocupado 1 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: PROFESOR NO TITULAR OCASIONAL (TC) en FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS (2015-2020).
Movilidad: Ha realizado 0 cambios de cargo y 0 cambios de unidad. Ha desarrollado su trayectoria en 1 unidades.
Permanencia: La duración media de sus cargos es de 5.1 años y la duración mediana es de 5.1 años. Su cargo de mayor duración se mantuvo durante 5.1 años.
Estabilidad: Su trayectoria presenta permanencias relativamente prolongadas en sus cargos, con una duración mediana de 5.1 años por cargo.
Movilidad profesional: Ha permanecido durante varios años en un mismo cargo y unidad, sin cambios frecuentes.
Patrones de trayectoria: Permanencia prolongada en al menos un cargo (máximo 5.1 años). Trayectoria concentrada en una sola unidad. Predominio de períodos prolongados en su historial de cargos.",1,1,0,0,5.08,5.08,5.08,1,1,1.0
266,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de DIRECTOR DEL CENTRO DE INVESTIGACIONES Y SERVICIOS EDUCATIVOS en DESCONOCIDA y su estado de vigencia es no vigente.
Trayectoria: Ha ocupado 2 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: DOCENTE en DESCONOCIDA (2002-2010); DIRECTOR DEL CENTRO DE INVESTIGACIONES Y SERVICIOS EDUCATIVOS en DESCONOCIDA (2014-2018).
Movilidad: Ha realizado 1 cambios de cargo y 0 cambios de unidad. Ha desarrollado su trayectoria en 1 unidades.
Permanencia: La duración media de sus cargos es de 5.7 años y la duración mediana es de 5.7 años. Su cargo de mayor duración se mantuvo durante 7.8 años.
Estabilidad: Su trayectoria presenta permanencias relativamente prolongadas en sus cargos, con una duración mediana de 5.7 años por cargo.
Movilidad profesional: Ha permanecido durante varios años en un mismo cargo y unidad, sin cambios frecuentes.
Patrones de trayectoria: Permanencia prolongada en al menos un cargo (máximo 7.8 años). Trayectoria concentrada en una sola unidad. Predominio de períodos prolongados en su historial de cargos.",2,2,1,0,5.73,5.73,7.78,1,1,1.0
274,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de PROFESOR EMÉRITO en FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS y su estado de vigencia es no vigente.
Trayectoria: Ha ocupado 2 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: PROFESOR TITULAR PRINCIPAL 1 (TC) en DESCONOCIDA (2013-2015); DECANO(A) en FACULTAD DE CIENCIAS DE LA VIDA (2015-2019); PROFESOR TITULAR PRINCIPAL 3 (TC) en FACULTAD DE CIENCIAS DE LA VIDA (en 2018); PROFESOR TITULAR PRINCIPAL 3 (TC) en DESCONOCIDA (en 2019).
Movilidad: Ha realizado 2 cambios de cargo y 2 cambios de unidad. Ha desarrollado su trayectoria en 2 unidades.
Permanencia: La duración media de sus cargos es de 1.5 años y la duración mediana es de 1.3 años. Su cargo de mayor duración se mantuvo durante 3.5 años.
Estabilidad: Su trayectoria combina cargos de distinta duración, con una mediana de 1.3 años por cargo.
Movilidad profesional: Ha mantenido el mismo cargo, pero ha pasado por distintas unidades (2 cambios de unidad).
Patrones de trayectoria: Múltiples cambios de unidad a lo largo de su trayectoria (2).",4,2,2,2,1.53,1.33,3.45,2,2,0.5
315,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de PROFESOR EMÉRITO en FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN y su estado de vigencia es no vigente.
Trayectoria: Ha ocupado 5 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: PROFESOR ACCIDENTAL en DESCONOCIDA (en 1971); PROFESOR ACCIDENTAL en DESCONOCIDA (1973-1975); PROFESOR AGREGADO en DESCONOCIDA (1975-1977); PROFESOR TITULAR PRINCIPAL (TC) en DESCONOCIDA (1979-2016); DIRECCION DEL PROYECTO ESPOL/UNO en DESCONOCIDA (1993-1994); RECTOR en RECTORADO (2014-2017); PROFESOR TITULAR PRINCIPAL (TC) en DESCONOCIDA (en 2017).
Movilidad: Ha realizado 5 cambios de cargo y 2 cambios de unidad. Ha desarrollado su trayectoria en 2 unidades.
Permanencia: La duración media de sus cargos es de 6.6 años y la duración mediana es de 1.7 años. Su cargo de mayor duración se mantuvo durante 37.6 años.
Estabilidad: Su trayectoria combina cargos de distinta duración, con una mediana de 1.7 años por cargo.
Movilidad profesional: Ha ocupado varios cargos a lo largo de su trayectoria (5 cambios de cargo), con cambios entre distintas unidades (2 cambios de unidad).
Patrones de trayectoria: Permanencia prolongada en al menos un cargo (máximo 37.6 años). Múltiples cambios de cargo a lo largo de su trayectoria (5). Múltiples cambios de unidad a lo largo de su trayectoria (2).",7,5,5,2,6.6,1.7,37.61,2,2,0.714
398,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de PROFESOR NO TITULAR OCASIONAL (TP) en FACULTAD DE INGENIERIA MARÍTIMA, CIENCIAS BIOLÓGICAS, OCEÁNICAS Y RECURSOS NATURALES y su estado de vigencia es no vigente.
Trayectoria: Ha ocupado 13 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: PROFESOR PREGRADO en DESCONOCIDA (en 1989); ... (5 cargos intermedios omitidos) ...; PROFESOR PREGRADO en DESCONOCIDA (2002-2003); PROFESOR PREGRADO en DESCONOCIDA (en 2004); PROFESOR PREGRADO en DESCONOCIDA (2006-2007); PROFESOR PREGRADO en DESCONOCIDA (2007-2008); PROFESOR NO TITULAR OCASIONAL (MT) en DESCONOCIDA (2014-2015); PROFESOR NO TITULAR OCASIONAL 1 (TP) en FACULTAD DE INGENIERIA MARÍTIMA, CIENCIAS BIOLÓGICAS, OCEÁNICAS Y RECURSOS NATURALES (2016-2017); PROFESOR NO TITULAR OCASIONAL (TP) en FACULTAD DE INGENIERIA MARÍTIMA, CIENCIAS BIOLÓGICAS, OCEÁNICAS Y RECURSOS NATURALES (2017-2018); PROFESOR NO TITULAR OCASIONAL (TP) en FACULTAD DE INGENIERIA MARÍTIMA, CIENCIAS BIOLÓGICAS, OCEÁNICAS Y RECURSOS NATURALES (2018-2019); PROFESOR NO TITULAR OCASIONAL (TP) en FACULTAD DE INGENIERIA MARÍTIMA, CIENCIAS BIOLÓGICAS, OCEÁNICAS Y RECURSOS NATURALES (en 2021).
Movilidad: Ha realizado 6 cambios de cargo y 1 cambios de unidad. Ha desarrollado su trayectoria en 2 unidades.
Permanencia: La duración media de sus cargos es de 0.6 años y la duración mediana es de 0.4 años. Su cargo de mayor duración se mantuvo durante 2.4 años.
Estabilidad: Su trayectoria combina cargos de distinta duración, con una mediana de 0.4 años por cargo.
Movilidad profesional: Ha ocupado varios cargos distintos (6 cambios de cargo), manteniéndose dentro de la misma unidad.
Patrones de trayectoria: Múltiples cambios de cargo a lo largo de su trayectoria (6).",15,13,6,1,0.56,0.38,2.35,2,2,0.867
414,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de PROFESOR TITULAR PRINCIPAL (MT) en DESCONOCIDA y su estado de vigencia es no vigente.
Trayectoria: Ha ocupado 5 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: TÉCNICO AUXILIAR DE CONVENIOS Y PORYECTOS (TECNÓLOGO DE CAPTURA) en DESCONOCIDA (1985-1986); PROFESOR ACCIDENTAL en DESCONOCIDA (1989-1990); PROFESOR PREGRADO en DESCONOCIDA (2005-2009); PROFESOR PRINCIPAL en DESCONOCIDA (en 2009); PROFESOR TITULAR PRINCIPAL (MT) en DESCONOCIDA (2013-2022).
Movilidad: Ha realizado 4 cambios de cargo y 0 cambios de unidad. Ha desarrollado su trayectoria en 1 unidades.
Permanencia: La duración media de sus cargos es de 3.2 años y la duración mediana es de 1.0 años. Su cargo de mayor duración se mantuvo durante 9.3 años.
Estabilidad: Su trayectoria combina cargos de distinta duración, con una mediana de 1.0 años por cargo.
Movilidad profesional: Ha ocupado varios cargos distintos (4 cambios de cargo), manteniéndose dentro de la misma unidad.
Patrones de trayectoria: Permanencia prolongada en al menos un cargo (máximo 9.3 años). Múltiples cambios de cargo a lo largo de su trayectoria (4). Trayectoria concentrada en una sola unidad. Predominio de períodos prolongados en su historial de cargos.",5,5,4,0,3.21,1.0,9.33,1,1,1.0
419,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de TÉCNICO DE LABORATORIO 4 en FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA y su estado de vigencia es no vigente.
Trayectoria: Ha ocupado 3 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: PROFESOR en DESCONOCIDA (en 1983); PROFESIR en DESCONOCIDA (1993-1994); PROFESOR en DESCONOCIDA (1994-2009); TÉCNICO DE LABORATORIO 4 en FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA (2017-2020).
Movilidad: Ha realizado 3 cambios de cargo y 1 cambios de unidad. Ha desarrollado su trayectoria en 2 unidades.
Permanencia: La duración media de sus cargos es de 4.6 años y la duración mediana es de 1.7 años. Su cargo de mayor duración se mantuvo durante 14.8 años.
Estabilidad: Su trayectoria combina cargos de distinta duración, con una mediana de 1.7 años por cargo.
Movilidad profesional: Ha ocupado varios cargos distintos (3 cambios de cargo), manteniéndose dentro de la misma unidad.
Patrones de trayectoria: Permanencia prolongada en al menos un cargo (máximo 14.8 años). Múltiples cambios de cargo a lo largo de su trayectoria (3).",4,3,3,1,4.57,1.69,14.77,2,2,0.75
529,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de PROFESOR HONORARIO en FACULTAD DE INGENIERÍA MARÍTIMA Y CIENCIAS DEL MAR y su estado de vigencia es no vigente.
Trayectoria: Ha ocupado 9 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: DOCENTE INVESTIGADOR en DESCONOCIDA (1979-1985); PROFESOR PREGRADO en DESCONOCIDA (1984-1985); PROFESOR PREGRADO en DESCONOCIDA (1985-1988); ASESORÍA EN EL DESARROLLO DE PROGRAMA DE EXTENCIÓN DEL CENAIM en DESCONOCIDA (1994-1995); PROFESOR PREGRADO en DESCONOCIDA (1994-1995); PROFESOR PREGRADO en DESCONOCIDA (1999-2003); PROFESOR PREGRADO en DESCONOCIDA (2003-2012); PARTICIPACIÓN EN CALIDAD DE VOCAL DE MAESTRÍA DE DOCENCIA E INVESTIGACIÓN EDUCATIVA en DESCONOCIDA (2003-2004); PROFESOR NO TITULAR OCASIONAL 1 (TC) en FACULTAD DE INGENIERIA MARÍTIMA, CIENCIAS BIOLÓGICAS, OCEÁNICAS Y RECURSOS NATURALES (2014-2018).
Movilidad: Ha realizado 5 cambios de cargo y 1 cambios de unidad. Ha desarrollado su trayectoria en 2 unidades.
Permanencia: La duración media de sus cargos es de 3.2 años y la duración mediana es de 3.0 años. Su cargo de mayor duración se mantuvo durante 9.2 años.
Estabilidad: Su trayectoria presenta permanencias relativamente prolongadas en sus cargos, con una duración mediana de 3.0 años por cargo.
Movilidad profesional: Ha ocupado varios cargos distintos (5 cambios de cargo), manteniéndose dentro de la misma unidad.
Patrones de trayectoria: Permanencia prolongada en al menos un cargo (máximo 9.2 años). Múltiples cambios de cargo a lo largo de su trayectoria (5). Predominio de períodos prolongados en su historial de cargos.",9,9,5,1,3.2,3.0,9.2,2,2,1.0
568,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de TÉCNICO DOCENTE 4 (TC) en DECANATO DE GRADO y su estado de vigencia es no vigente.
Trayectoria: Ha ocupado 3 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: TÉCNICO DOCENTE en DESCONOCIDA (en 2015); PROFESOR NO TITULAR OCASIONAL 2 (TC) en FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS (2016-2017); TÉCNICO DOCENTE 4 (TC) en DECANATO DE GRADO (2018-2021).
Movilidad: Ha realizado 2 cambios de cargo y 2 cambios de unidad. Ha desarrollado su trayectoria en 3 unidades.
Permanencia: La duración media de sus cargos es de 2.0 años y la duración mediana es de 1.7 años. Su cargo de mayor duración se mantuvo durante 3.2 años.
Estabilidad: Su trayectoria combina cargos de distinta duración, con una mediana de 1.7 años por cargo.
Movilidad profesional: Ha mantenido el mismo cargo, pero ha pasado por distintas unidades (2 cambios de unidad).
Patrones de trayectoria: Múltiples cambios de unidad a lo largo de su trayectoria (2). Trayectoria distribuida entre varias unidades (3). Predominio de períodos prolongados en su historial de cargos.",3,3,2,2,1.96,1.66,3.22,3,3,1.0
597,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de PROFESOR TITULAR PRINCIPAL (TC) en FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN y su estado de vigencia es no vigente.
Trayectoria: Ha ocupado 2 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: PROFESOR en DESCONOCIDA (1981-2009); PROFESOR TITULAR PRINCIPAL (TC) en FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN (2013-2021).
Movilidad: Ha realizado 1 cambios de cargo y 1 cambios de unidad. Ha desarrollado su trayectoria en 2 unidades.
Permanencia: La duración media de sus cargos es de 18.3 años y la duración mediana es de 18.3 años. Su cargo de mayor duración se mantuvo durante 28.3 años.
Estabilidad: Su trayectoria presenta permanencias relativamente prolongadas en sus cargos, con una duración mediana de 18.3 años por cargo.
Movilidad profesional: Ha permanecido durante varios años en un mismo cargo y unidad, sin cambios frecuentes.
Patrones de trayectoria: Permanencia prolongada en al menos un cargo (máximo 28.3 años). Predominio de períodos prolongados en su historial de cargos.",2,2,1,1,18.26,18.26,28.28,2,2,1.0
618,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de PROFESOR NO TITULAR OCASIONAL (TC) en FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS y su estado de vigencia es no vigente.
Trayectoria: Ha ocupado 4 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: PROFESOR en DESCONOCIDA (1986-1987); PROFESOR en DESCONOCIDA (2002-2003); PROFESOR NO TITULAR OCASIONAL en DESCONOCIDA (en 2013); PROFESOR NO TITULAR OCASIONAL (TC) en FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS (2014-2020).
Movilidad: Ha realizado 2 cambios de cargo y 1 cambios de unidad. Ha desarrollado su trayectoria en 2 unidades.
Permanencia: La duración media de sus cargos es de 2.1 años y la duración mediana es de 0.9 años. Su cargo de mayor duración se mantuvo durante 6.1 años.
Estabilidad: Su trayectoria combina cargos de distinta duración, con una mediana de 0.9 años por cargo.
Movilidad profesional: Ha permanecido durante varios años en un mismo cargo y unidad, sin cambios frecuentes.
Patrones de trayectoria: Permanencia prolongada en al menos un cargo (máximo 6.1 años). Predominio de períodos prolongados en su historial de cargos.",4,4,2,1,2.06,0.87,6.14,2,2,1.0
