IDPERSONA,FUENTE,TEXTO
3503,CAPACITACION,CUIDADOS PARA NUESTRA IMAGEN INSTITUCIONAL
50103,CAPACITACION,PENSAMIENTO ESTRATÉGICO
13708,CAPACITACION,UNDERSTANDING ASSESSMENT
13708,CAPACITACION,2022 USAID HIGHER EDUCATION GLOBAL EVIDENCE SUMMIT
13708,CAPACITACION,INCLUSIVE PRACTICES SELF STUDY
13708,CAPACITACION,14TH INTERNATIONAL CONFERENCE ON EDUCATION AND NEW LEARNING TECHNOLOGIES
13708,CAPACITACION,I CONGRESO INTERNACIONAL DE INVESTIGACION E IMPACTO EDUCATIVO
74289,CAPACITACION,EXCEL AVANZADO
644134,CAPACITACION,CURSO DE EXCEL AVANZADO
54568,CAPACITACION,BIOTECNOLOGIA APLICADAS EN MEJORAMIENTO DE BANANO
54568,CAPACITACION,BIOLOGIA E IDENTIFICACION TAXONOMICA DE LEPIDOPTEROS
54568,CAPACITACION,PROGRAMA MI PRIMER EMPLEO-SISTEMA DE PASANTIAS PAGADAS
54568,CAPACITACION,PROPIEDAD INTELECTUAL Y ADMINISTRACION DE ACTIVOS INTANGIBLES EN LAS UNIVERSIDADES
97668,CAPACITACION,APRENDE ANÁLISIS DE DATOS: FUNDAMENTOS
54568,CAPACITACION,"BIOTECNOLOGIA APLICADAS EN MEJORAMIENTOS GENETICO DE BANANO, CASO DE ESTUDIO: BANANO - SIGATOKA NEGRA"
54568,CAPACITACION,GRANT WRITING
54568,CAPACITACION,I CONGRESO BINACIONAL SOBRE INVESTIGACION
97668,CAPACITACION,FUNDAMENTOS DE LA GESTIÓN DE PROYECTOS: RIESGOS
54568,CAPACITACION,INDUCCION AL SECTOR PUBLICO
54568,CAPACITACION,CURSO DE PCR EN TIEMPO REAL
54568,CAPACITACION,CAPACITACION EN SISTEMA DE RIEGO
54568,CAPACITACION,ETNO BOTANICA
54568,CAPACITACION,DENDROCRONOLOGIA
46564,CAPACITACION,"PRIMER CONGRESO DE NUTRICIÓN: CIENCIA, INNOVACIÓN Y DESARROLLO,"
654490,CAPACITACION,COURSE DESIGN MODULE 1: BASIC PRINCIPLES OF COURSE DESIGN
654490,CAPACITACION,COURSE DESIGN MODULE 2: TEACHING AND LEARNING METHODOLOGY
29032,CAPACITACION,POWER BI: CUADRO DE MANDOS PARA PRINCIPIANTES
654490,CAPACITACION,"COURSE DESIGN MODULE 3: ASSESSMENT, FEEDBACK AND REFLECTION"
656311,CAPACITACION,FORMADOR DE FORMADORES EN ARTE
46564,CAPACITACION,PROGRAMA CONSEJEROS EN ACCIÓN
662829,CAPACITACION,PROGRAMA EDUCATIVO NO FORMAL DE REINDUCCIÓN
5336,CAPACITACION,HOW TO TEACH WITH PRACTICE EXTRA AND THE  DIGITAL WORKBOOK
5336,CAPACITACION,DIPLOMADO EN E-LEARNING
5336,CAPACITACION,ACTIVE LEARNING TEACHING  TECHNIQUES IN STEM EDUCATION
5336,CAPACITACION,TÉCNICAS ACTIVAS DE ENSEÑANZA-APRENDIZAJE PARA LA EDUCACIÓN SUPERIOR
5336,CAPACITACION,EVALUACIÓN EFECTIVA EN LA EDUCACIÓN SUPERIOR
679555,CAPACITACION,GESTIÓN DOCUMENTAL Y ADMINISTRACIÓN DE ARCHIVOS
5336,CAPACITACION,"""LIDERANDO EL CAMBIO HACIA LA SOSTENIBILIDAD:  CAPACITACIÓN PARA DIRECTIVOS DE ESPOL"""
5336,CAPACITACION,NUEVOS HORIZONTES EN EL LIDERAZGO UNIVERSITARIO: DISEÑANDO Y GESTIONANDO CAMBIOS EN LA EDUCACIÓN SUPERIOR DEL ECUADOR
95251,CAPACITACION,ESTIMULACIÓN COGNITIVA EN EL ADULTO MAYOR
61199,CAPACITACION,LA GESTIÓN COLECTIVA DE DERECHOS DE LOS ARTISTAS MUSICALES Y AUDIOVISUALES Y EL EJERCICIO EN LAS PLATAFORMAS DIGITALES
647432,CAPACITACION,PROGRAMA EDUCATIVO NO FORMAL DE REINDUCCIÓN
78701,CAPACITACION,CURSO EN ABORDAJE PSICOFARMACOLÓGICO DE TRASTORNOS MENTALES
647105,CAPACITACION,CONVIÉRTETE EN ESPECIALISTA EN MARKETING SOCIAL MEDIA
78701,CAPACITACION,CURSO PRÁCTICO EN PSICOFARMACOLOGÍA APLICADA CON ENFOQUE EN ASPECTOS CLÍNICOS Y ÉTICOS
2049,CAPACITACION,PROGRAMA EDUCATIVO NO FORMAL DE REINDUCCIÓN 2024
97011,CAPACITACION,VALORES EN ACCIÓN
647105,CAPACITACION,FUNDAMENTOS DE LA GESTIÓN DE PROYECTOS
97011,CAPACITACION,CUIDADOS PARA NUESTRA IMAGEN INSTITUCIONAL
97011,CAPACITACION,REINDUCCIÓN 2024
4871,CAPACITACION,LOS SERVICIOS DIGITALES DEL SRI
642021,CAPACITACION,RESOLUCIÓN DE PROBLEMAS EMPRESARIALES
679555,CAPACITACION,MEJORA TU ORTOGRAFÍA Y REDACCIÓN
50103,CAPACITACION,FUNDAMENTOS DEL LIDERAZGO
655995,CAPACITACION,PROGRAMA EDUCATIVO NO FORMAL DE REINDUCCIÓN
653914,CAPACITACION,CURSO DE PYTHON
651738,CAPACITACION,PYTHON PARA INGENIERÍA QUÍMICA NIVEL INTERMEDIO
68801,CAPACITACION,CONTROL EN LAS FASES DE LA CONTRATACIÓN PÚBLICA - VIRTUAL
642021,CAPACITACION,8 HABILIDADES COMUNICATIVAS PARA PROFESIONALES DEL SECTOR TECNOLÓGICO
642021,CAPACITACION,CÓMO AUMENTAR LA RESILIENCIA
642021,CAPACITACION,CÓMO DESARROLLAR LA INTELIGENCIA EMOCIONAL (2017)
642021,CAPACITACION,CÓMO EJERCER LA RESPONSABILIDAD
642021,CAPACITACION,CÓMO SER UN MIEMBRO EFICAZ DEL EQUIPO
642021,CAPACITACION,GESTIÓN DEL CAMBIO
642021,CAPACITACION,LIDERAZGO TRANSFORMADOR
642021,CAPACITACION,NAVEGAR EL CAMBIO EN TIEMPOS DIFÍCILES
59495,CAPACITACION,IDENTIDADPRO: TU HUELLA EN LA EDUCACIÓN Y  EL MUNDO
95545,CAPACITACION,¿COMO MEJORAR EL SERVICIO DESDE LA EXPERIENCIA DEL USUARIO?
651323,CAPACITACION,PROGRAMA EDUCATIVO FORMAL: CÓMO MEJORAR EL SERVICIO DESDE LA EXPERIENCIA DEL USUARIO
651323,CAPACITACION,"JORNADAS TRANSFRONTERIZAS #COOPERA ""BIBLIOTECAS EN COMUNIDAD"""
651069,CAPACITACION,COACHING PARA DESARROLLO DE LIDERAZGO PERSONAL
651029,CAPACITACION,GESTIÓN ESTRATÉGICA DEL TALENTO HUMANO 2022 - 2023
651029,CAPACITACION,VALORES EN ACCIÓN
651029,CAPACITACION,REINDUCCIÓN 2024
635587,CAPACITACION,MIS PRIMEROS 5K EN BICI
635587,CAPACITACION,PERFIL COMUNICACIONAL LINGUISTICO
635587,CAPACITACION,GESTION ESTRATEGICA DEL TALENTO HUMANO 2022 - 2023
651069,CAPACITACION,GESTIÓN ESTRATÉGICA DEL TALENTO HUMANO
102449,CAPACITACION,CURSO SUPERIOR DE GESTIÓN ESTRATÉGICA DEL TALENTO HUMANO
2378,CAPACITACION,GESTIÓN ESTRATÉGICA DEL TALENTO HUMANO
82497,CAPACITACION,FUNDAMENTOS Y ASPECTOS GENERALES DE LA NORMA ISO 27001:2022
82497,CAPACITACION,INTRODUCCIÓN A LA SEGURIDAD DE LA INFORMACIÓN Y CIBERSEGURIDAD
97668,CAPACITACION,CONCIENCIACIÓN EN CIBERSEGURIDAD: TERMINOLOGÍA DE CIBERSEGURIDAD
1555,CAPACITACION,¿CÓMO MEJORAR EL SERVICIO DESDE LA EXPERIENCIA DEL USUARIO?
75755,CAPACITACION,CURSO AUTOCAD 3D
75755,CAPACITACION,ESTRUCTURA DE LA VEGETACIÓN EN MANGLARES
75755,CAPACITACION,LA IMPORTANCIA DE LA AUTOMATIZACIÓN EN SISTEMAS DE RIEGO PRESURIZADO
75755,CAPACITACION,APIMONDIA: 48TH INTERNATIONAL CHILE APICULTURAL CONGRESS 2023
75755,CAPACITACION,"PRODUCCIÓN AVÍCOLA: TU GRANJA DESDE CERO, PASO A PASO"
73427,CAPACITACION,SUCCESSFULLY NEGOTIATING WHEN YOU HAVE NO ALTERNATIVES
97668,CAPACITACION,QUÉ ES LA IA GENERATIVA
65904,CAPACITACION,PERFIL COMUNICACIONAL LINGÜÍSTICO
651324,CAPACITACION,DESIGN THINKING DE LA ACADEMIA A LA INDUSTRIA
74289,CAPACITACION,FLEXSIM BASIC 3D TRAINING
97668,CAPACITACION,INTELIGENCIA ARTIFICIAL GENERATIVA: LA EVOLUCIÓN DE LA BÚSQUEDA INTELIGENTE EN INTERNET
652562,CAPACITACION,COLLABORATIVE RESEARCH COMMUNITIES IN A DIVERSE OPEN ACCESS LANDSCAPE
652562,CAPACITACION,"ENVISIONING A HYBRID MODEL OF PEER REVIEW: INTEGRATING AI WITH REVIEWERS, PUBLISHERS & AUTHORS"
73427,CAPACITACION,REDACCIÓN CORPORATIVA
96244,CAPACITACION,CURSO DE CIBERSEGURIDAD DE GOOGLE
97668,CAPACITACION,ÉTICA EN LA ERA DE LA INTELIGENCIA ARTIFICIAL GENERATIVA
3738,CAPACITACION,ESTRATEGIAS PARA EL APRENDIZAJE INCLUSIVO
651295,CAPACITACION,PROGRAMA CREANDO BIENESTAR EN EL AULA
654354,CAPACITACION,EMPOWERING STUDENTS THROUGH RESEARCH-BASED LEARNING
4029,CAPACITACION,INTELIGENCIA ARTIFICIAL EN LA INVESTIGACIÓN
4029,CAPACITACION,INTELIGENCIA ARTIFICIAL PARA ACTIVIDADES EN CLASE
4029,CAPACITACION,ESTRATEGIAS PARA EL APRENDIZAJE INCLUSIVO
95603,CAPACITACION,III CONGRESO INTERNACIONAL DE VINCULACIÓN  CON LA SOCIEDAD
73422,CAPACITACION,III CONGRESO INTERNACIONAL DE VINCULACIÓN CON LA SOCIEDAD
50103,CAPACITACION,ADOBE XD CC AVANZADO
59495,CAPACITACION,EVALUACIÓN EFECTIVA EN LA EDUCACIÓN SUPERIOR
59495,CAPACITACION,TÉCNICAS ACTIVAS DE ENSEÑANZA-APRENDIZAJE PARA LA EDUCACIÓN SUPERIOR
54358,CAPACITACION,TALLER DE COMUNICACIÒN DE POLÌTICAS PÙBLICAS EN TIEMPOS ELECTORALES
2006,CAPACITACION,ABORDAJE PEDAGÓGICO DE LAS NECESIDADES EDUCATIVAS ESPECIALES (NEE)
2006,CAPACITACION,ACTIVE LEARNING TEACHING TECHNIQUES IN STEM EDUCATION
2006,CAPACITACION,TÉCNICAS ACTIVAS DE ENSEÑANZA-APRENDIZAJE PARA LA EDUCACIÓN SUPERIOR
647105,CAPACITACION,CURSO DE SENSIBILIZACIÓN EN DISCAPACIDADES
647105,CAPACITACION,"DERECHOS HUMANOS, INCLUSIÓN LABORAL Y BUENAS PRÁCTICAS PARA PERSONAS CON DISCAPACIDAD"
97668,CAPACITACION,SENSIBILIZACIÓN EN DISCAPACIDADES
651324,CAPACITACION,SENSIBILIZACIÓN EN DISCAPACIDADES
651738,CAPACITACION,ECRITURA ACADÉMICA
651738,CAPACITACION,CURSO PRÁCTICO DE LABORATORIO DE FISICOQUIMICA
4029,CAPACITACION,GESTIÓN EMOCIONAL EN EL AULA
50030,CAPACITACION,SESIBILIZACION EN DISCAPACIDADES
50030,CAPACITACION,EDUCACIÓN FINANCIERA BÁSICA
1961,CAPACITACION,¿CÓMO MEJORAR EL SERVICIO DESDE LA EXPERIENCIA DEL USUARIO?
649207,CAPACITACION,CONFERENCIA ANUAL 45TH DE LA SOCIEDAD DE TOXICOLOGÍA AMBIENTAL Y QUÍMICA (SETAC) – NORTE AMÉRICA
649207,CAPACITACION,REGIONAL MEETING ON HARMONIZATION OF PROTOCOLS FOR THE DETERMINATION OF MICROPLASTICS IN WATER AND SEDIMENTS IN THE MARINE-COASTAL ZONE
651738,CAPACITACION,PLAN ESTRATÉGICO PROSPECTIVO DE ESPOL 2023-2027
103174,CAPACITACION,FROM THEORY TO PRACTICE: WHY NOTHING IS SO PRACTICAL AS A GOOD THEORY OF MOTIVATION
28660,CAPACITACION,FROM THEORY TO PRACTICE: WHY NOTHING IS SO PRACTICAL AS A GOOD THEORY OF MOTIVATION
59495,CAPACITACION,FROM THEORY TO PRACTICE: WHY NOTHING IS SO PRACTICAL AS A GOOD THEORY OF MOTIVATION
642219,CAPACITACION,FROM THEORY TO PRACTICE: WHY NOTHING IS SO  PRACTICAL AS A GOOD THEORY OF MOTIVATION
50103,CAPACITACION,CÓMO DELEGAR TAREAS EN LA EMPRESA
1701,CAPACITACION,FROM THEORY TO PRACTICE: WHY NOTHING IS SO PRACTICAL AS A GOOD THEORY OF MOTIVATION
639835,CAPACITACION,BRIGADAS CONTRA INCENDIOS NIVEL I
59495,CAPACITACION,EMPOWERING STUDENTS THROUGH  RESEARCH-BASED LEARNING
8766,CAPACITACION,EMPOWERING STUDENTS THROUGH RESEARCH-BASED LEARNING
10059,CAPACITACION,PROJECT-BASED LEARNING VS PROBLEMBASED LEARNING: FINDING THE RIGHT FIT
10059,CAPACITACION,EMPOWERING STUDENTS THROUGH RESEARCH-BASED LEARNING
10059,CAPACITACION,GESTIÓN EMOCIONAL EN EL AULA
10059,CAPACITACION,ESTRATEGIAS PARA EL APRENDIZAJE INCLUSIVO
644515,CAPACITACION,TÉCNICAS ACTIVAS DE ENSEÑANZA-APRENDIZAJE PARA LA EDUCACIÓN SUPERIOR
647105,CAPACITACION,CURSO DE FORTALECIMIENTO EN DIRIGENCIA Y PARTICIPACIÓN DE MUJERES CON DISCAPACIDAD
647105,CAPACITACION,CURSO PARA COMUNICADORES SOCIALES “CONSTRUYENDO INCLUSIÓN”
78701,CAPACITACION,COMO GESTIONAR EL SENTIMIENTO DE AGOBIO
78701,CAPACITACION,ESTRATEGIAS DE BIENESTAR PARA FAMILIAS QUE TRABAJAN
78701,CAPACITACION,NANO TIPS PARA REMONTAR UN MAL DÍA
36586,CAPACITACION,PROJECT-BASED LEARNING VS PROBLEM- BASED LEARNING: FINDING THE RIGHT FIT
36586,CAPACITACION,EMPOWERING STUDENTS THROUGH RESEARCH-BASED LEARNING
61594,CAPACITACION,SENSIBILIZACIÓN EN DISCAPACIDADES
647747,CAPACITACION,EMPOWERING STUDENTS THROUGH RESEARCH-BASED LEARNING
2637,CAPACITACION,EMPOWERING STUDENTS THROUGH RESEARCH-BASED LEARNING
17519,CAPACITACION,INVERTIR EN HABILIDADES HUMANAS EN LA ERA DE LA IA
2637,CAPACITACION,PROJECT-BASED LEARNING VS PROBLEM-BASED LEARNING: FINDING THE RIGHT FIT
10248,CAPACITACION,EMPOWERING STUDENTS THROUGH RESEARCH-BASED LEARNING
10248,CAPACITACION,PROJECT-BASED LEARNING VS PROBLEM-BASED LEARNING: FINDING THE RIGHT FIT
25989,CAPACITACION,CURSO DE FÍSICA
25989,CAPACITACION,SIMPOSI DE DISEÑO DE PRODUCTOS SHAPES
57365,CAPACITACION,ELABORACIÓN DE PROYECTOS DE INVESTIGACIÓN
97668,CAPACITACION,PROMPT ENGINEERING: APRENDE A HABLAR CON UNA INTELIGENCIA ARTIFICIAL GENERATIVA
3829,CAPACITACION,TALLER DE DESIGN THINKINGPARA PROYECTOS DE IMPACTO SOCIAL
5336,CAPACITACION,PROFESSIONAL LEARNING AND DEVELOPMENT FOR TEACHERS
25565,CAPACITACION,ETICA Y VALORES
644158,CAPACITACION,CUIDADOS PARA NUESTRA IMAGEN INSTITUCIONAL
3783,CAPACITACION,PROFESSIONAL LEARNING AND DEVELOPMENT FOR TEACHERS
96034,CAPACITACION,PYTHON PARA CIENCIA DE DATOS
651738,CAPACITACION,EVALUACIÓN EFECTIVA EN LA EDUCACIÓN SUPERIOR
77511,CAPACITACION,PROGRAMA EDUCATIVO NO FORMAL DE REINDUCCIÓN
77511,CAPACITACION,HOW TO READ A PAPER USING COMMON SENSE AND AI
77511,CAPACITACION,INTRODUCTION TO THE CODE OF GOOD PRACTICE IN RESEARCH AT UAB
97668,CAPACITACION,EL IMPACTO DE LAS DECISIONES DE PRECIOS EN MERCADOS COMPETITIVOS Y MONOPÓLICOS
97668,CAPACITACION,INTELIGENCIA ARTIFICIAL MÁS ALLÁ DE LA INGENIERÍA
679555,CAPACITACION,"RELACIONES HUMANAS, LA CLAVE DE LA EMPLEABILIDAD"
96034,CAPACITACION,ABORDAJE PEDAGÓGICO DE LAS NECESIDADES EDUCATIVAS ESPECIALES (NEE)
97668,CAPACITACION,DESCUBRE MICROSOFT 365 COPILOT
50103,CAPACITACION,DISEÑO PARA PROGRAMACIÓN ESENCIAL
96034,CAPACITACION,DIPLOMADO EN E-LEARNING
642985,CAPACITACION,CUIDADOS DE NUESTRA IMAGEN INSTITUCIONAL
651738,CAPACITACION,TÉCNICAS ACTIVAS DE ENSEÑANZA-APRENDIZAJE PARA LA EDUCACIÓN SUPERIOR
651738,CAPACITACION,ABORDAJE PEDAGÓGICO DE LAS NECESIDADES EDUCATIVAS  ESPECIALES (NEE)
44884,CAPACITACION,EVALUACIÓN EFECTIVA EN LA EDUCACIÓN SUPERIOR
44884,CAPACITACION,ABORDAJE PEDAGÓGICO DE LAS NECESIDADES EDUCATIVAS ESPECIALES (NEE)
44884,CAPACITACION,TÉCNICAS ACTIVAS DE ENSEÑANZA-APRENDIZAJE PARA LA EDUCACIÓN SUPERIOR
638513,CAPACITACION,AUDITOR INTERNO NORMA ISO 50001:2018
638513,CAPACITACION,NORMA ISO 50001:2018
38858,CAPACITACION,GENERATIVE AI TOOLS FOR PRODUCTIVITY AND RESEARCH
8558,CAPACITACION,SENSIBILIZACIÓN EN DISCAPACIDADES
25565,CAPACITACION,ESTRATEGIAS PARA EL APRENDIZAJE INCLUSIVO
25565,CAPACITACION,GESTIÓN EMOCIONAL EN EL AULA
51418,CAPACITACION,CRECIMIENTO EN HABILIDADES BLANDA
51418,CAPACITACION,EXCEL AVANZADO
98309,CAPACITACION,ESPECIALIZACION DE SUPERVISORES DE OPERACIONES RN SERVICIOS DE SEGURIDAD PRIVADA
4871,CAPACITACION,CRECIMIENTO EN HABILIDADES BLANDAS
1701,CAPACITACION,DISEÑO DE UNA CLASE ACTIVA DE LA TEORÍA A LA PRÁCTICA
1701,CAPACITACION,DESAFÍOS DEL DOCENTE EN EL AULA DE CLASES
651069,CAPACITACION,"INTENSIVE ADULTS PROGRAM LEVEL AE10 , CYCLE 113S1"
66819,CAPACITACION,PROFESSIONAL LEARNING AND DEVELOPMENT FOR TEACHERS
66819,CAPACITACION,"AUTISMO: ANÁLISIS CONDUCTUAL APLICADO (ABA) PARA EL AULA METODOLOGÍA CONDUCTUAL, ÁREAS A ESTIMULAR Y PLAN DE ESTUDIO"
66078,CAPACITACION,TÉCNICAS ACTIVAS DE ENSEÑANZA APRENDIZAJE PARA LA EDUCACIÓN SUPERIOR
66078,CAPACITACION,EVALUACIÓN EFECTIVA EN LA EDUCACIÓN SUPERIOR
66078,CAPACITACION,ABORDAJE PEDAGÓGICO DE LAS NECESIDADES EDUCATIVAS ESPECIALES (NEE)
97668,CAPACITACION,LINKEDIN ADS: CREACIÓN DE CAMPAÑAS
78701,CAPACITACION,CRECIMIENTO EN HABILIDADES BLANDAS
3310,CAPACITACION,"FUNDAMENTOS, MODELAMIENTO Y FLUJO DE CARGA CON ETAP"
3310,CAPACITACION,"ANÁLISIS DE FALLAS, FILOSOFÍA Y COORDINACIÓN DE PROTECCIONES ELÉCTRICAS CON ETAP"
3310,CAPACITACION,"ANÁLISIS, SIMULACIÓN DE ARMÓNICOS, COMPENSACIÓN REACTIVA Y ARC FLASH (ARCO ELÉCTRICO) CON ETAP"
77734,CAPACITACION,II SEMINARIO DE GEOTECNIA Y MECÁNICA DE ROCAS
77734,CAPACITACION,VISUALIZACIÓN DE DATOS CON PHYTON
642311,CAPACITACION,ÉTICA Y VALORES
642311,CAPACITACION,""" FUNDAMENTOS DE PETROFÍSICA E INTRODUCCIÓN  A REGISTROS OPEN HOLE"
642311,CAPACITACION,PRINCIPIOS DEL ALMACENAMIENTO  GEOLÓGICO DE CO2
54860,CAPACITACION,PROMOTING HEALTH AND HEALTH SYSTEMS RESILIENCE CHANGE
653914,CAPACITACION,CURSO DE GIT Y GITHUB
3310,CAPACITACION,"ESTABILIDAD EN SISTEMAS ELÉCTRICOS DE POTENCIA, DISEÑO DE SISTEMAS DE PUESTA A TIERRA Y ARRANQUE DE MOTORES CON ETAP"
102074,CAPACITACION,GESTIÓN DOCUMENTAL DE ARCHIVO
653004,CAPACITACION,GESTIÓN DOCUMENTAL DE ARCHIVO
97668,CAPACITACION,FUNDAMENTOS DE LA GESTIÓN DE PROYECTOS: COMUNICACIÓN
2846,CAPACITACION,GESTIÓN DOCUMENTAL DE ARCHIVO
76217,CAPACITACION,GESTIÓN DOCUMENTAL DE ARCHIVO
102314,CAPACITACION,GESTIÓN DOCUMENTAL DE ARCHIVO
646364,CAPACITACION,GESTIÓN DOCUMENTAL DE ARCHIVO
57573,CAPACITACION,GESTIÓN DOCUMENTAL DE ARCHIVO
13838,CAPACITACION,GESTION DOCUMENTAL DE ARCHIVO
651069,CAPACITACION,"INTENSIVE ADULTS PROGRAM LEVEL AE12 , CYCLE 114S1"
649148,CAPACITACION,PROGRAMA EDUCATIVO NO FORMAL DE REINDUCCIÓN 2024
9189,CAPACITACION,GESTIÓN DOCUMENTAL DE ARCHIVO
73563,CAPACITACION,CURSO BASICO SISTEMA DE COMANDO DE INCIDENTES (CBSI)
58345,CAPACITACION,EXCEL BÁSICO PARA LA GESTIÓN ADMINISTRATIVA EMPRESARIAL
98296,CAPACITACION,PROGRAMA EDUCATIVO NO FORMAL DE REINDUCCIÓN 2024
1229,CAPACITACION,GESTIÓN DOCUMENTAL DE ARCHIVO
78701,CAPACITACION,III CONGRESO INTERNACIONAL EN PSICOTERAPIA Y PSICOLOGÍA: HERRAMIENTAS PSICOTERAPEUTICAS DE INTERVENCIÓN PARA LATINOAMERICA
67848,CAPACITACION,5TA CONFERENCIA INTERNACIONAL SOBRE EL ENOS: GESTIONANDO EL RIESGO Y CONSTRUYENDO RESILIENCIA  PARA LA VARIABILIDAD CLIMATICA
67848,CAPACITACION,CRECIMIENTO EN HABILIDADES BLANDAS
67848,CAPACITACION,PROGRAMA EDUCATIVO NO FORMAL DE REINDUCCIÓN 2024
67848,CAPACITACION,NAVEGAR EL CAMBIO EN TIEMPOS DIFICILES
67848,CAPACITACION,LIDERAZGO TRANSFORMADOR
67848,CAPACITACION,GESTIÓN DEL CAMBIO
67848,CAPACITACION,COMO SER UN MIEMBRO EFICAZ DEL EQUIPO
4242,CAPACITACION,MURALISMO Y ESCULTURA BÁSICA
97668,CAPACITACION,LIDERAZGO Y TRABAJO EN EQUIPO
56628,CAPACITACION,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL PARA LA TRANSFORMACIÓN DIGITAL
56628,CAPACITACION,INTELIGENCIA ARTIFICIAL PARA USO DEL PROFESOR. INTELIGENCIA ARTIFICIAL PARA USO CON EL ESTUDIANTE. INTELIGENCIA ARTIFICIAL PARA EL PROYECTO INTEGRADOR
56628,CAPACITACION,VISUALIZACIÓN DE DATOS CON PYTHON
56628,CAPACITACION,TALLER LIDERAZGO Y COACHING PARA EQUIPOS DE TRABAJO
644382,CAPACITACION,DIPLOMADO E-LEARNING
66177,CAPACITACION,TÉCNICAS ACTIVAS DE ENSEÑANZA-APRENDIZAJE PARA LA EDUCACIÓN SUPERIOR
97668,CAPACITACION,CÓMO DESARROLLAR LA INTELIGENCIA EMOCIONAL
78701,CAPACITACION,COMO EJERCER LA RESPONSABILIDAD
97668,CAPACITACION,APRENDE LINKEDIN SPONSORED INMAIL
75751,CAPACITACION,EVALUACIÓN EFECTIVA EN LA EDUCACIÓN SUPERIOR
75751,CAPACITACION,TÉCNICAS ACTIVAS DE ENSEÑANZA-APRENDIZAJE PARA LA EDUCACIÓN SUPERIOR
75751,CAPACITACION,DIPLOMADO EN E-LEARNING
40081,CAPACITACION,GESTION DOCUMENTAL DE ARCHIVOS
653914,CAPACITACION,JORNADA DE ESTRATEGIAS DE MEJORAMIENTO CONTINUO PARA EL DESARROLLO PROFESIONAL
4029,CAPACITACION,CONTABILIDAD GUBERNAMENTAL
40081,CAPACITACION,PROGRAMA EDUCATIVO NO FORMAL DE REINDUCCIÓN
643873,CAPACITACION,GESTIÓN DOCUMENTAL DE ARCHIVO
650194,CAPACITACION,GESTIÓN DOCUMENTAL DE ARCHIVO
650194,CAPACITACION,PROGRAMA EDUCATIVO NO FORMAL DE REINDUCCIÓN
650194,CAPACITACION,PERFIL COMUNICACIONAL LINGÜÍSTICO
649148,CAPACITACION,GESTIÓN DOCUMENTAL DE ARCHIVO
97668,CAPACITACION,APRENDE DATA SCIENCE: CUENTA HISTORIAS CON LOS DATOS
78701,CAPACITACION,CURSO SUICIDIO Y COLAPSO EMOCIONAL - HERRAMIENTAS PARA PREVENIR E INTERVENIR
73422,CAPACITACION,I JORNADA DE INVESTIGACIÓN DE LA ETSIDI
102448,CAPACITACION,DERECHO ADMINISTRATIVO SANCIONADOR
38858,CAPACITACION,CONCEPTUALIZACIÓN CREATIVA O CÓMO VENDER NUESTRAS IDEAS A PARTIR DE PALABRAS
38858,CAPACITACION,CONGRESO INTERNACIONAL DE INVESTIGACIÓN REDU
38858,CAPACITACION,USO DE LA IA GENERATIVA EN EL DISEÑO DE SÍLABOS
38858,CAPACITACION,TALLER DE MURALISMO Y ESCULTURA BÁSICA
642021,CAPACITACION,CRECIMIENTO EN HABILIDADES BLANDAS
645785,CAPACITACION,GESTIÓN DOCUMENTAL DE ARCHIVO
101297,CAPACITACION,EXCEL AVANZADO
96856,CAPACITACION,CURSO DE GESTIÓN DE PROYECTOS ÁGILES: DESIGN THINKING Y SCRUM
95545,CAPACITACION,GESTIÓN DOCUMENTAL DE ARCHIVO
4490,CAPACITACION,FROM THEORY TO PRACTICE: WHY NOTHING IS SO PRACTICAL AS A GOOD THEORY OF MOTIVATION
4490,CAPACITACION,EMPOWERING STUDENTS THROUGH RESEARCH-BASED LEARNING
4490,CAPACITACION,PROJECT-BASED LEARNING VS PROBLEMBASED LEARNING: FINDING THE RIGHT FIT
4490,CAPACITACION,MANEJO DE MÓDULOS DE LA PLATAFORMA DE INVESTIGACIÓN
650114,CAPACITACION,GESTIÓN DOCUMENTAL DE ARCHIVO
3811,CAPACITACION,SUFICIENCIA EN INGLES
86548,CAPACITACION,PROGRAMA EDUCATIVO NO FORMAL DE REINDUCCIÓN 2024
51418,CAPACITACION,E-COMMERCE 2025
59788,CAPACITACION,GESTIÓN DOCUMENTAL DE ARCHIVO
78701,CAPACITACION,8 HABILIDADES COMUNICATIVAS PARA PROFESIONALES DEL SECTOR TECNOLÓGICO
78701,CAPACITACION,COMO SER UN MIEMBRO EFICAZ DEL EQUIPO
78701,CAPACITACION,GESTION DEL CAMBIO
653914,CAPACITACION,"CURSO DE PYTHON: COMPREHENSIONS, FUNCIONES Y MANEJO DE ERRORES"
97703,CAPACITACION,CURSO AVANZADO DE ÚLTIMA GENERACIÓN PARA LA PREVENCIÓN Y MANEJO DE BROTES EPIDÉMICOS DE LA MARCHITEZ DE FUSARIUM R4T EN MUSÁCEAS
10531,CAPACITACION,GESTIÓN DOCUMENTAL DE ARCHIVO
760,CAPACITACION,"22ND LACCEI INTERNATIONAL MULTI-CONFERENCE FOR ENGINEERING, EDUCATION AND TECHNOLOGY"
1979,CAPACITACION,"RROGRAMA CREANDO BIENESTAR EN EL AULA,"
73837,CAPACITACION,PROFESOR DIGITAL
54860,CAPACITACION,EL DEBIDO PROCESO
